"country_name","genres","n"
"Bulgaria","Sport",10
"Bulgaria","Talk-Show",11
"Bulgaria","Thriller",55
"Bulgaria","War",3
"Bulgaria","Western",2
"Canada","Action",167
"Canada","Adult",3
"Canada","Adventure",110
"Canada","Animation",55
"Canada","Biography",21
"Canada","Comedy",168
"Canada","Crime",135
"Canada","Documentary",25
"Canada","Drama",273
"Canada","Family",15
"Canada","Fantasy",29
"Canada","Film-Noir",4
"Canada","Game-Show",11
"Canada","History",7
"Canada","Horror",36
"Canada","Music",2
"Canada","Musical",1
"Canada","Mystery",67
"Canada","Reality-TV",27
"Canada","Romance",71
"Canada","Sci-Fi",36
"Canada","Sport",7
"Canada","Talk-Show",9
"Canada","Thriller",68
"Canada","War",5
"Chile","Action",144
"Chile","Adult",4
"Chile","Adventure",125
"Chile","Animation",74
"Chile","Biography",3
"Chile","Comedy",195
"Chile","Crime",97
"Chile","Documentary",13
"Chile","Drama",325
"Chile","Family",20
"Chile","Fantasy",24
"Chile","Film-Noir",3
"Chile","History",5
"Chile","Horror",34
"Chile","Music",34
"Chile","Musical",1
"Chile","Mystery",47
"Chile","Reality-TV",2
"Chile","Romance",118
"Chile","Sci-Fi",21
"Chile","Short",1
"Chile","Sport",6
"Chile","Talk-Show",9
"Chile","Thriller",57
"Chile","War",5
"Colombia","Action",159
"Colombia","Adult",2
"Colombia","Adventure",115
"Colombia","Animation",61
"Colombia","Biography",3
"Colombia","Comedy",192
"Colombia","Crime",108
"Colombia","Documentary",30
"Colombia","Drama",282
"Colombia","Family",20
"Colombia","Fantasy",28
"Colombia","Film-Noir",2
"Colombia","History",3
"Colombia","Horror",35
"Colombia","Music",15
"Colombia","Musical",5
"Colombia","Mystery",50
"Colombia","Reality-TV",3
"Colombia","Romance",108
"Colombia","Sci-Fi",21
"Colombia","Short",2
"Colombia","Sport",5
"Colombia","Talk-Show",7
"Colombia","Thriller",76
"Colombia","War",3
"Costa Rica","Action",134
"Costa Rica","Adult",3
"Costa Rica","Adventure",106
"Costa Rica","Animation",61
"Costa Rica","Biography",4
"Costa Rica","Comedy",200
"Costa Rica","Crime",93
"Costa Rica","Documentary",15
"Costa Rica","Drama",318
"Costa Rica","Family",22
"Costa Rica","Fantasy",24
"Costa Rica","Film-Noir",3
"Costa Rica","Game-Show",1
"Costa Rica","History",2
"Costa Rica","Horror",35
"Costa Rica","Music",31
"Costa Rica","Musical",1
"Costa Rica","Mystery",47
"Costa Rica","Reality-TV",4
"Costa Rica","Romance",128
"Costa Rica","Sci-Fi",21
"Costa Rica","Short",1
"Costa Rica","Sport",8
"Costa Rica","Talk-Show",7
"Costa Rica","Thriller",70
"Costa Rica","War",3
"Croatia","Action",178
"Croatia","Adult",3
"Croatia","Adventure",118
"Croatia","Animation",54
"Croatia","Biography",8
"Croatia","Comedy",205
"Croatia","Crime",124
"Croatia","Documentary",25
"Croatia","Drama",286
"Croatia","Family",26
"Croatia","Fantasy",31
"Croatia","Film-Noir",5
"Croatia","Game-Show",10
"Croatia","History",5
"Croatia","Horror",29
"Croatia","Music",3
"Croatia","Musical",1
"Croatia","Mystery",51
"Croatia","Reality-TV",14
"Croatia","Romance",91
"Croatia","Sci-Fi",15
"Croatia","Sport",13
"Croatia","Talk-Show",12
"Croatia","Thriller",57
"Croatia","War",4
"Croatia","Western",2
"Cyprus","Action",210
"Cyprus","Adult",2
"Cyprus","Adventure",138
"Cyprus","Animation",52
"Cyprus","Biography",7
"Cyprus","Comedy",190
"Cyprus","Crime",126
"Cyprus","Documentary",16
"Cyprus","Drama",328
"Cyprus","Family",32
"Cyprus","Fantasy",34
"Cyprus","Film-Noir",3
"Cyprus","Game-Show",8
"Cyprus","History",4
"Cyprus","Horror",26
"Cyprus","Music",2
"Cyprus","Mystery",52
"Cyprus","Reality-TV",12
"Cyprus","Romance",89
"Cyprus","Sci-Fi",45
"Cyprus","Short",3
"Cyprus","Sport",9
"Cyprus","Talk-Show",11
"Cyprus","Thriller",55
"Cyprus","War",4
"Cyprus","Western",1
"Czech Republic","Action",202
"Czech Republic","Adult",2
"Czech Republic","Adventure",152
"Czech Republic","Animation",84
"Czech Republic","Biography",14
"Czech Republic","Comedy",188
"Czech Republic","Crime",125
"Czech Republic","Documentary",25
"Czech Republic","Drama",296
"Czech Republic","Family",27
"Czech Republic","Fantasy",50
"Czech Republic","Film-Noir",3
"Czech Republic","Game-Show",12
"Czech Republic","History",6
"Czech Republic","Horror",37
"Czech Republic","Music",2
"Czech Republic","Mystery",54
"Czech Republic","Reality-TV",17
"Czech Republic","Romance",72
"Czech Republic","Sci-Fi",15
"Czech Republic","Sport",11
"Czech Republic","Talk-Show",10
"Czech Republic","Thriller",43
"Czech Republic","War",3
"Czech Republic","Western",3
"Denmark","Action",187
"Denmark","Adult",2
"Denmark","Adventure",124
"Denmark","Animation",58
"Denmark","Biography",14
"Denmark","Comedy",179
"Denmark","Crime",136
"Denmark","Documentary",23
"Denmark","Drama",315
"Denmark","Family",23
"Denmark","Fantasy",42
"Denmark","Film-Noir",3
"Denmark","Game-Show",11
"Denmark","History",8
"Denmark","Horror",29
"Denmark","Music",1
"Denmark","Musical",1
"Denmark","Mystery",50
"Denmark","Reality-TV",24
"Denmark","Romance",83
"Denmark","Sci-Fi",18
"Denmark","Sport",10
"Denmark","Talk-Show",7
"Denmark","Thriller",58
"Denmark","War",11
"Denmark","Western",4
"Dominican Republic","Action",188
"Dominican Republic","Adult",4
"Dominican Republic","Adventure",116
"Dominican Republic","Animation",49
"Dominican Republic","Biography",3
"Dominican Republic","Comedy",154
"Dominican Republic","Crime",110
"Dominican Republic","Documentary",12
"Dominican Republic","Drama",276
"Dominican Republic","Family",19
"Dominican Republic","Fantasy",35
"Dominican Republic","Film-Noir",2
"Dominican Republic","Game-Show",2
"Dominican Republic","History",5
"Dominican Republic","Horror",33
"Dominican Republic","Music",31
"Dominican Republic","Musical",1
"Dominican Republic","Mystery",46
"Dominican Republic","Reality-TV",3
"Dominican Republic","Romance",83
"Dominican Republic","Sci-Fi",27
"Dominican Republic","Short",2
"Dominican Republic","Sport",5
"Dominican Republic","Talk-Show",5
"Dominican Republic","Thriller",77
"Dominican Republic","War",3
"Ecuador","Action",157
"Ecuador","Adult",4
"Ecuador","Adventure",124
"Ecuador","Animation",70
"Ecuador","Biography",1
"Ecuador","Comedy",200
"Ecuador","Crime",81
"Ecuador","Documentary",12
"Ecuador","Drama",271
"Ecuador","Family",18
"Ecuador","Fantasy",26
"Ecuador","Film-Noir",2
"Ecuador","History",2
"Ecuador","Horror",33
"Ecuador","Music",30
"Ecuador","Musical",1
"Ecuador","Mystery",41
"Ecuador","Reality-TV",3
"Ecuador","Romance",102
"Ecuador","Sci-Fi",24
"Ecuador","Sport",6
"Ecuador","Talk-Show",5
"Ecuador","Thriller",64
"Ecuador","War",3
"Egypt","Action",209
"Egypt","Adult",3
"Egypt","Adventure",113
"Egypt","Animation",54
"Egypt","Biography",11
"Egypt","Comedy",183
"Egypt","Crime",109
"Egypt","Documentary",13
"Egypt","Drama",313
"Egypt","Family",17
"Egypt","Fantasy",38
"Egypt","Film-Noir",4
"Egypt","Game-Show",4
"Egypt","History",7
"Egypt","Horror",32
"Egypt","Music",1
"Egypt","Mystery",49
"Egypt","Reality-TV",6
"Egypt","Romance",87
"Egypt","Sci-Fi",30
"Egypt","Short",17
"Egypt","Sport",3
"Egypt","Talk-Show",12
"Egypt","Thriller",65
"Egypt","War",3
"Egypt","Western",2
"El Salvador","Action",149
"El Salvador","Adult",4
"El Salvador","Adventure",110
"El Salvador","Animation",64
"El Salvador","Biography",1
"El Salvador","Comedy",184
"El Salvador","Crime",99
"El Salvador","Documentary",13
"El Salvador","Drama",286
"El Salvador","Family",18
"El Salvador","Fantasy",23
"El Salvador","Film-Noir",2
"El Salvador","History",2
"El Salvador","Horror",30
"El Salvador","Music",29
"El Salvador","Mystery",39
"El Salvador","Reality-TV",2
"El Salvador","Romance",106
"El Salvador","Sci-Fi",23
"El Salvador","Short",3
"El Salvador","Sport",7
"El Salvador","Talk-Show",5
"El Salvador","Thriller",63
"El Salvador","War",3
"Estonia","Action",192
"Estonia","Adult",3
"Estonia","Adventure",128
"Estonia","Animation",60
"Estonia","Biography",12
"Estonia","Comedy",199
"Estonia","Crime",113
"Estonia","Documentary",21
"Estonia","Drama",258
"Estonia","Family",25
"Estonia","Fantasy",45
"Estonia","Film-Noir",4
"Estonia","Game-Show",11
"Estonia","History",1
"Estonia","Horror",33
"Estonia","Music",3
"Estonia","Mystery",60
"Estonia","Reality-TV",19
"Estonia","Romance",75
"Estonia","Sci-Fi",51
"Estonia","Short",7
"Estonia","Sport",8
"Estonia","Talk-Show",6
"Estonia","Thriller",49
"Estonia","War",3
"Estonia","Western",3
"Finland","Action",201
"Finland","Adult",3
"Finland","Adventure",119
"Finland","Animation",59
"Finland","Biography",12
"Finland","Comedy",168
"Finland","Crime",136
"Finland","Documentary",26
"Finland","Drama",320
"Finland","Family",24
"Finland","Fantasy",38
"Finland","Film-Noir",3
"Finland","Game-Show",7
"Finland","History",5
"Finland","Horror",35
"Finland","Music",5
"Finland","Mystery",52
"Finland","Reality-TV",12
"Finland","Romance",73
"Finland","Sci-Fi",24
"Finland","Sport",9
"Finland","Talk-Show",9
"Finland","Thriller",58
"Finland","War",10
"Finland","Western",3
"France","Action",208
"France","Adult",2
"France","Adventure",136
"France","Animation",51
"France","Biography",6
"France","Comedy",155
"France","Crime",140
"France","Documentary",20
"France","Drama",335
"France","Family",16
"France","Fantasy",57
"France","Film-Noir",3
"France","Game-Show",3
"France","History",4
"France","Horror",45
"France","Music",22
"France","Mystery",52
"France","Reality-TV",5
"France","Romance",78
"France","Sci-Fi",33
"France","Sport",9
"France","Talk-Show",9
"France","Thriller",78
"France","War",4
"France","Western",3
"Germany","Action",216
"Germany","Adult",2
"Germany","Adventure",152
"Germany","Animation",50
"Germany","Biography",12
"Germany","Comedy",175
"Germany","Crime",144
"Germany","Documentary",25
"Germany","Drama",305
"Germany","Family",54
"Germany","Fantasy",67
"Germany","Film-Noir",4
"Germany","Game-Show",5
"Germany","History",6
"Germany","Horror",41
"Germany","Music",1
"Germany","Musical",1
"Germany","Mystery",56
"Germany","Reality-TV",8
"Germany","Romance",77
"Germany","Sci-Fi",19
"Germany","Sport",12
"Germany","Talk-Show",10
"Germany","Thriller",73
"Germany","War",3
"Germany","Western",3
"Greece","Action",197
"Greece","Adult",2
"Greece","Adventure",126
"Greece","Animation",55
"Greece","Biography",7
"Greece","Comedy",171
"Greece","Crime",133
"Greece","Documentary",17
"Greece","Drama",322
"Greece","Family",24
"Greece","Fantasy",47
"Greece","Film-Noir",4
"Greece","Game-Show",6
"Greece","History",9
"Greece","Horror",31
"Greece","Music",2
"Greece","Mystery",60
"Greece","Reality-TV",7
"Greece","Romance",93
"Greece","Sci-Fi",29
"Greece","Short",2
"Greece","Sport",9
"Greece","Talk-Show",9
"Greece","Thriller",48
"Greece","War",6
"Greece","Western",3
"Guadeloupe","Action",222
"Guadeloupe","Adult",2
"Guadeloupe","Adventure",112
"Guadeloupe","Animation",46
"Guadeloupe","Biography",2
"Guadeloupe","Comedy",165
"Guadeloupe","Crime",137
"Guadeloupe","Documentary",11
"Guadeloupe","Drama",339
"Guadeloupe","Family",22
"Guadeloupe","Fantasy",49
"Guadeloupe","Film-Noir",2
"Guadeloupe","Game-Show",5
"Guadeloupe","History",3
"Guadeloupe","Horror",38
"Guadeloupe","Music",30
"Guadeloupe","Musical",1
"Guadeloupe","Mystery",45
"Guadeloupe","Reality-TV",7
"Guadeloupe","Romance",87
"Guadeloupe","Sci-Fi",28
"Guadeloupe","Sport",7
"Guadeloupe","Talk-Show",5
"Guadeloupe","Thriller",70
"Guadeloupe","War",1
"Guatemala","Action",133
"Guatemala","Adult",4
"Guatemala","Adventure",109
"Guatemala","Animation",64
"Guatemala","Biography",2
"Guatemala","Comedy",198
"Guatemala","Crime",90
"Guatemala","Documentary",13
"Guatemala","Drama",294
"Guatemala","Family",19
"Guatemala","Fantasy",23
"Guatemala","Film-Noir",2
"Guatemala","History",2
"Guatemala","Horror",30
"Guatemala","Music",30
"Guatemala","Musical",1
"Guatemala","Mystery",44
"Guatemala","Reality-TV",2
"Guatemala","Romance",115
"Guatemala","Sci-Fi",22
"Guatemala","Short",2
"Guatemala","Sport",6
"Guatemala","Talk-Show",6
"Guatemala","Thriller",58
"Guatemala","War",3
"Honduras","Action",145
"Honduras","Adult",4
"Honduras","Adventure",94
"Honduras","Animation",46
"Honduras","Biography",1
"Honduras","Comedy",190
"Honduras","Crime",102
"Honduras","Documentary",13
"Honduras","Drama",304
"Honduras","Family",18
"Honduras","Fantasy",26
"Honduras","Film-Noir",2
"Honduras","History",2
"Honduras","Horror",32
"Honduras","Music",30
"Honduras","Musical",1
"Honduras","Mystery",46
"Honduras","Reality-TV",3
"Honduras","Romance",125
"Honduras","Sci-Fi",21
"Honduras","Short",2
"Honduras","Sport",6
"Honduras","Talk-Show",5
"Honduras","Thriller",67
"Honduras","War",3
"Hong Kong","Action",249
"Hong Kong","Adult",2
"Hong Kong","Adventure",116
"Hong Kong","Animation",32
"Hong Kong","Biography",14
"Hong Kong","Comedy",143
"Hong Kong","Crime",113
"Hong Kong","Documentary",19
"Hong Kong","Drama",320
"Hong Kong","Family",7
"Hong Kong","Fantasy",47
"Hong Kong","Film-Noir",3
"Hong Kong","Game-Show",5
"Hong Kong","History",6
"Hong Kong","Horror",49
"Hong Kong","Music",3
"Hong Kong","Mystery",75
"Hong Kong","Reality-TV",8
"Hong Kong","Romance",120
"Hong Kong","Sci-Fi",64
"Hong Kong","Short",2
"Hong Kong","Sport",11
"Hong Kong","Talk-Show",7
"Hong Kong","Thriller",68
"Hong Kong","War",6
"Hungary","Action",195
"Hungary","Adult",3
"Hungary","Adventure",124
"Hungary","Animation",68
"Hungary","Biography",8
"Hungary","Comedy",191
"Hungary","Crime",143
"Hungary","Documentary",23
"Hungary","Drama",307
"Hungary","Family",33
"Hungary","Fantasy",45
"Hungary","Film-Noir",4
"Hungary","Game-Show",7
"Hungary","History",6
"Hungary","Horror",37
"Hungary","Music",4
"Hungary","Musical",1
"Hungary","Mystery",56
"Hungary","Reality-TV",8
"Hungary","Romance",93
"Hungary","Sci-Fi",16
"Hungary","Sport",10
"Hungary","Talk-Show",14
"Hungary","Thriller",53
"Hungary","War",3
"Hungary","Western",2
"Iceland","Action",188
"Iceland","Adult",2
"Iceland","Adventure",137
"Iceland","Animation",55
"Iceland","Biography",16
"Iceland","Comedy",189
"Iceland","Crime",129
"Iceland","Documentary",28
"Iceland","Drama",284
"Iceland","Family",24
"Iceland","Fantasy",29
"Iceland","Film-Noir",3
"Iceland","Game-Show",14
"Iceland","History",7
"Iceland","Horror",29
"Iceland","Music",5
"Iceland","Mystery",50
"Iceland","Reality-TV",34
"Iceland","Romance",78
"Iceland","Sci-Fi",43
"Iceland","Sport",10
"Iceland","Talk-Show",8
"Iceland","Thriller",53
"Iceland","War",6
"India","Action",266
"India","Adult",1
"India","Adventure",73
"India","Animation",21
"India","Biography",1
"India","Comedy",176
"India","Crime",219
"India","Documentary",11
"India","Drama",391
"India","Family",13
"India","Fantasy",44
"India","Film-Noir",3
"India","Game-Show",6
"India","History",1
"India","Horror",29
"India","Musical",2
"India","Mystery",79
"India","Reality-TV",4
"India","Romance",97
"India","Sci-Fi",19
"India","Short",8
"India","Sport",4
"India","Talk-Show",7
"India","Thriller",73
"India","War",1
"Indonesia","Action",230
"Indonesia","Adult",4
"Indonesia","Adventure",91
"Indonesia","Animation",19
"Indonesia","Biography",10
"Indonesia","Comedy",168
"Indonesia","Crime",137
"Indonesia","Documentary",15
"Indonesia","Drama",309
"Indonesia","Family",13
"Indonesia","Fantasy",38
"Indonesia","Film-Noir",3
"Indonesia","History",9
"Indonesia","Horror",51
"Indonesia","Music",2
"Indonesia","Mystery",76
"Indonesia","Reality-TV",6
"Indonesia","Romance",109
"Indonesia","Sci-Fi",39
"Indonesia","Short",3
"Indonesia","Sport",5
"Indonesia","Talk-Show",5
"Indonesia","Thriller",79
"Indonesia","War",3
"Ireland","Action",146
"Ireland","Adult",2
"Ireland","Adventure",132
"Ireland","Animation",68
"Ireland","Biography",31
"Ireland","Comedy",210
"Ireland","Crime",130
"Ireland","Documentary",29
"Ireland","Drama",288
"Ireland","Family",35
"Ireland","Fantasy",21
"Ireland","Film-Noir",3
"Ireland","Game-Show",4
"Ireland","History",8
"Ireland","Horror",24
"Ireland","Music",3
"Ireland","Musical",3
"Ireland","Mystery",37
"Ireland","Reality-TV",18
"Ireland","Romance",85
"Ireland","Sci-Fi",27
"Ireland","Sport",12
"Ireland","Talk-Show",8
"Ireland","Thriller",53
"Ireland","War",8
"Ireland","Western",2
"Israel","Action",204
"Israel","Adult",2
"Israel","Adventure",120
"Israel","Animation",57
"Israel","Biography",6
"Israel","Comedy",181
"Israel","Crime",122
"Israel","Documentary",24
"Israel","Drama",328
"Israel","Family",19
"Israel","Fantasy",22
"Israel","Film-Noir",3
"Israel","Game-Show",11
"Israel","History",5
"Israel","Horror",17
"Israel","Music",2
"Israel","Musical",1
"Israel","Mystery",40
"Israel","Reality-TV",17
"Israel","Romance",93
"Israel","Sci-Fi",40
"Israel","Short",1
"Israel","Sport",13
"Israel","Talk-Show",9
"Israel","Thriller",71
"Israel","War",5
"Israel","Western",3
"Italy","Action",183
"Italy","Adult",2
"Italy","Adventure",90
"Italy","Animation",27
"Italy","Biography",10
"Italy","Comedy",171
"Italy","Crime",146
"Italy","Documentary",14
"Italy","Drama",359
"Italy","Family",20
"Italy","Fantasy",42
"Italy","Film-Noir",3
"Italy","Game-Show",6
"Italy","History",7
"Italy","Horror",37
"Italy","Music",6
"Italy","Mystery",72
"Italy","Reality-TV",7
"Italy","Romance",94
"Italy","Sci-Fi",36
"Italy","Sport",11
"Italy","Talk-Show",11
"Italy","Thriller",51
"Italy","War",3
"Italy","Western",2
"Jamaica","Action",223
"Jamaica","Adult",5
"Jamaica","Adventure",130
"Jamaica","Animation",81
"Jamaica","Biography",4
"Jamaica","Comedy",182
"Jamaica","Crime",130
"Jamaica","Documentary",11
"Jamaica","Drama",286
"Jamaica","Family",42
"Jamaica","Fantasy",45
"Jamaica","Film-Noir",2
"Jamaica","Game-Show",4
"Jamaica","History",8
"Jamaica","Horror",32
"Jamaica","Music",3
"Jamaica","Musical",1
"Jamaica","Mystery",46
"Jamaica","Reality-TV",6
"Jamaica","Romance",77
"Jamaica","Sci-Fi",28
"Jamaica","Sport",7
"Jamaica","Talk-Show",6
"Jamaica","Thriller",93
"Jamaica","War",4
"Jamaica","Western",1
"Japan","Action",239
"Japan","Adult",1
"Japan","Adventure",159
"Japan","Animation",96
"Japan","Biography",6
"Japan","Comedy",166
"Japan","Crime",87
"Japan","Documentary",9
"Japan","Drama",277
"Japan","Family",17
"Japan","Fantasy",35
"Japan","Film-Noir",2
"Japan","History",10
"Japan","Horror",36
"Japan","Music",4
"Japan","Musical",1
"Japan","Mystery",38
"Japan","Romance",172
"Japan","Sci-Fi",30
"Japan","Short",3
"Japan","Sport",2
"Japan","Talk-Show",1
"Japan","Thriller",64
"Japan","War",5
"Jordan","Action",219
"Jordan","Adult",3
"Jordan","Adventure",102
"Jordan","Animation",116
"Jordan","Biography",13
"Jordan","Comedy",238
"Jordan","Crime",120
"Jordan","Documentary",16
"Jordan","Drama",281
"Jordan","Family",15
"Jordan","Fantasy",35
"Jordan","Film-Noir",5
"Jordan","Game-Show",5
"Jordan","History",2
"Jordan","Horror",29
"Jordan","Musical",1
"Jordan","Mystery",46
"Jordan","Reality-TV",7
"Jordan","Romance",83
"Jordan","Sci-Fi",31
"Jordan","Short",83
"Jordan","Sport",5
"Jordan","Talk-Show",9
"Jordan","Thriller",60
"Jordan","War",3
"Jordan","Western",2
"Kenya","Action",216
"Kenya","Adult",3
"Kenya","Adventure",100
"Kenya","Animation",29
"Kenya","Biography",11
"Kenya","Comedy",191
"Kenya","Crime",132
"Kenya","Documentary",15
"Kenya","Drama",329
"Kenya","Family",21
"Kenya","Fantasy",32
"Kenya","Film-Noir",3
"Kenya","Game-Show",12
"Kenya","History",6
"Kenya","Horror",25
"Kenya","Music",2
"Kenya","Mystery",54
"Kenya","Reality-TV",19
"Kenya","Romance",99
"Kenya","Sci-Fi",36
"Kenya","Sport",8
"Kenya","Talk-Show",8
"Kenya","Thriller",75
"Kenya","War",2
"Kenya","Western",2
"Kuwait","Action",231
"Kuwait","Adult",3
"Kuwait","Adventure",132
"Kuwait","Animation",61
"Kuwait","Biography",11
"Kuwait","Comedy",164
"Kuwait","Crime",121
"Kuwait","Documentary",16
"Kuwait","Drama",313
"Kuwait","Family",30
"Kuwait","Fantasy",44
"Kuwait","Film-Noir",4
"Kuwait","Game-Show",8
"Kuwait","History",6
"Kuwait","Horror",39
"Kuwait","Music",1
"Kuwait","Musical",1
"Kuwait","Mystery",55
"Kuwait","Reality-TV",10
"Kuwait","Romance",80
"Kuwait","Sci-Fi",28
"Kuwait","Short",4
"Kuwait","Sport",4
"Kuwait","Talk-Show",10
"Kuwait","Thriller",73
"Kuwait","War",3
"Kuwait","Western",2
"Latvia","Action",176
"Latvia","Adult",2
"Latvia","Adventure",146
"Latvia","Animation",88
"Latvia","Biography",9
"Latvia","Comedy",228
"Latvia","Crime",112
"Latvia","Documentary",20
"Latvia","Drama",263
